   15500Nodal temper 8
B_Pillar_P20_AA6082_TWB2-2.5mm_To490C_fric020_BHF20kN_Quench25kN_04_Quenching
Contour       Nodal temperature - Membrane
  237849  0.22002E+03
  237850  0.22003E+03
  237851  0.22003E+03
  237852  0.22003E+03
  237853  0.22002E+03
  237854  0.22005E+03
  237855  0.22012E+03
  237856  0.22026E+03
  237857  0.22048E+03
  237858  0.22076E+03
  237859  0.22108E+03
  237860  0.22142E+03
  237861  0.22175E+03
  237862  0.22208E+03
  237863  0.22239E+03
  237864  0.22265E+03
  237865  0.22285E+03
  237866  0.22297E+03
  237867  0.22299E+03
  237868  0.22288E+03
  237869  0.22261E+03
  237870  0.22217E+03
  237871  0.22157E+03
  237872  0.22078E+03
  237873  0.21979E+03
  237874  0.21859E+03
  237875  0.21698E+03
  237876  0.21462E+03
  237877  0.21007E+03
  237878  0.20811E+03
  237879  0.20907E+03
  237880  0.20828E+03
  237881  0.20707E+03
  237882  0.20580E+03
  237883  0.20459E+03
  237884  0.20343E+03
  237885  0.20233E+03
  237886  0.20129E+03
  237887  0.20016E+03
  237888  0.19886E+03
  237889  0.19746E+03
  237890  0.19598E+03
  237891  0.19443E+03
  237892  0.19287E+03
  237893  0.19139E+03
  237894  0.19005E+03
  237895  0.18908E+03
  237896  0.18863E+03
  237897  0.18861E+03
  237898  0.18897E+03
  237899  0.18953E+03
  237900  0.19019E+03
  237901  0.19107E+03
  237902  0.19268E+03
  237903  0.19573E+03
  237904  0.20055E+03
  237905  0.20684E+03
  237906  0.21429E+03
  237907  0.22293E+03
  237908  0.23308E+03
  237909  0.24526E+03
  237910  0.25955E+03
  237911  0.27479E+03
  237912  0.28938E+03
  237913  0.30263E+03
  237914  0.31434E+03
  237915  0.32447E+03
  237916  0.33303E+03
  237917  0.34010E+03
  237918  0.34571E+03
  237919  0.34987E+03
  237920  0.35257E+03
  237921  0.35390E+03
  237922  0.19976E+03
  237923  0.20035E+03
  237924  0.20151E+03
  237925  0.20325E+03
  237926  0.20558E+03
  237927  0.20855E+03
  237928  0.21212E+03
  237929  0.21625E+03
  237930  0.22075E+03
  237931  0.22530E+03
  237932  0.22957E+03
  237933  0.23328E+03
  237934  0.23627E+03
  237935  0.23852E+03
  237936  0.23994E+03
  237937  0.24049E+03
  237938  0.24022E+03
  237939  0.23918E+03
  237940  0.23737E+03
  237941  0.23483E+03
  237942  0.23159E+03
  237943  0.22769E+03
  237944  0.22321E+03
  237945  0.21833E+03
  237946  0.21322E+03
  237947  0.20862E+03
  237948  0.20548E+03
  237949  0.20278E+03
  237950  0.19982E+03
  237951  0.19720E+03
  237952  0.19488E+03
  237953  0.19280E+03
  237954  0.19090E+03
  237955  0.18912E+03
  237956  0.18742E+03
  237957  0.18581E+03
  237958  0.18431E+03
  237959  0.18281E+03
  237960  0.18126E+03
  237961  0.17986E+03
  237962  0.17868E+03
  237963  0.17763E+03
  237964  0.17665E+03
  237965  0.17576E+03
  237966  0.17502E+03
  237967  0.17454E+03
  237968  0.17433E+03
  237969  0.17443E+03
  237970  0.17491E+03
  237971  0.17575E+03
  237972  0.17696E+03
  237973  0.17851E+03
  237974  0.18040E+03
  237975  0.18254E+03
  237976  0.18489E+03
  237977  0.18747E+03
  237978  0.19028E+03
  237979  0.19330E+03
  237980  0.19643E+03
  237981  0.19942E+03
  237982  0.20198E+03
  237983  0.20403E+03
  237984  0.20545E+03
  237985  0.20599E+03
  237986  0.20610E+03
  237987  0.20643E+03
  237988  0.20746E+03
  237989  0.20908E+03
  237990  0.21068E+03
  237991  0.21195E+03
  237992  0.21305E+03
  237993  0.21427E+03
  237994  0.21565E+03
  237995  0.21697E+03
  237996  0.21791E+03
  237997  0.21848E+03
  237998  0.21878E+03
  237999  0.21895E+03
  238000  0.21907E+03
  238001  0.21915E+03
  238002  0.21921E+03
  238003  0.21928E+03
  238004  0.21937E+03
  238005  0.21945E+03
  238006  0.21949E+03
  238007  0.21945E+03
  238008  0.21935E+03
  238009  0.21927E+03
  238010  0.21927E+03
  238011  0.21940E+03
  238012  0.21966E+03
  238013  0.22001E+03
  238014  0.22040E+03
  238015  0.22078E+03
  238016  0.22114E+03
  238017  0.22145E+03
  238018  0.22170E+03
  238019  0.22188E+03
  238020  0.22200E+03
  238021  0.22201E+03
  238022  0.22189E+03
  238023  0.22163E+03
  238024  0.22119E+03
  238025  0.22055E+03
  238026  0.21970E+03
  238027  0.21861E+03
  238028  0.21728E+03
  238029  0.21558E+03
  238030  0.21331E+03
  238031  0.20943E+03
  238032  0.20499E+03
  238033  0.20493E+03
  238034  0.20666E+03
  238035  0.20607E+03
  238036  0.20495E+03
  238037  0.20374E+03
  238038  0.20257E+03
  238039  0.20146E+03
  238040  0.20039E+03
  238041  0.19934E+03
  238042  0.19819E+03
  238043  0.19688E+03
  238044  0.19550E+03
  238045  0.19406E+03
  238046  0.19259E+03
  238047  0.19117E+03
  238048  0.18981E+03
  238049  0.18853E+03
  238050  0.18756E+03
  238051  0.18704E+03
  238052  0.18695E+03
  238053  0.18730E+03
  238054  0.18799E+03
  238055  0.18897E+03
  238056  0.19041E+03
  238057  0.19261E+03
  238058  0.19588E+03
  238059  0.20037E+03
  238060  0.20618E+03
  238061  0.21338E+03
  238062  0.22211E+03
  238063  0.23247E+03
  238064  0.24473E+03
  238065  0.25889E+03
  238066  0.27399E+03
  238067  0.28856E+03
  238068  0.30184E+03
  238069  0.31360E+03
  238070  0.32378E+03
  238071  0.33242E+03
  238072  0.33959E+03
  238073  0.34535E+03
  238074  0.34966E+03
  238075  0.35250E+03
  238076  0.35391E+03
  238077  0.19098E+03
  238078  0.19154E+03
  238079  0.19266E+03
  238080  0.19432E+03
  238081  0.19653E+03
  238082  0.19934E+03
  238083  0.20278E+03
  238084  0.20697E+03
  238085  0.21183E+03
  238086  0.21702E+03
  238087  0.22205E+03
  238088  0.22658E+03
  238089  0.23042E+03
  238090  0.23346E+03
  238091  0.23563E+03
  238092  0.23692E+03
  238093  0.23732E+03
  238094  0.23682E+03
  238095  0.23547E+03
  238096  0.23329E+03
  238097  0.23024E+03
  238098  0.22633E+03
  238099  0.22161E+03
  238100  0.21638E+03
  238101  0.21118E+03
  238102  0.20728E+03
  238103  0.20418E+03
  238104  0.20092E+03
  238105  0.19802E+03
  238106  0.19545E+03
  238107  0.19319E+03
  238108  0.19119E+03
  238109  0.18942E+03
  238110  0.18782E+03
  238111  0.18632E+03
  238112  0.18488E+03
  238113  0.18350E+03
  238114  0.18213E+03
  238115  0.18063E+03
  238116  0.17941E+03
  238117  0.17867E+03
  238118  0.17815E+03
  238119  0.17768E+03
  238120  0.17724E+03
  238121  0.17688E+03
  238122  0.17670E+03
  238123  0.17674E+03
  238124  0.17701E+03
  238125  0.17759E+03
  238126  0.17848E+03
  238127  0.17964E+03
  238128  0.18104E+03
  238129  0.18266E+03
  238130  0.18445E+03
  238131  0.18639E+03
  238132  0.18850E+03
  238133  0.19081E+03
  238134  0.19331E+03
  238135  0.19594E+03
  238136  0.19852E+03
  238137  0.20078E+03
  238138  0.20253E+03
  238139  0.20353E+03
  238140  0.20338E+03
  238141  0.20134E+03
  238142  0.19946E+03
  238143  0.20055E+03
  238144  0.20325E+03
  238145  0.20531E+03
  238146  0.20667E+03
  238147  0.20755E+03
  238148  0.20976E+03
  238149  0.21292E+03
  238150  0.21492E+03
  238151  0.21621E+03
  238152  0.21692E+03
  238153  0.21730E+03
  238154  0.21756E+03
  238155  0.21779E+03
  238156  0.21799E+03
  238157  0.21815E+03
  238158  0.21833E+03
  238159  0.21852E+03
  238160  0.21869E+03
  238161  0.21876E+03
  238162  0.21867E+03
  238163  0.21843E+03
  238164  0.21817E+03
  238165  0.21804E+03
  238166  0.21815E+03
  238167  0.21847E+03
  238168  0.21893E+03
  238169  0.21944E+03
  238170  0.21992E+03
  238171  0.22032E+03
  238172  0.22061E+03
  238173  0.22081E+03
  238174  0.22092E+03
  238175  0.22093E+03
  238176  0.22083E+03
  238177  0.22059E+03
  238178  0.22019E+03
  238179  0.21962E+03
  238180  0.21882E+03
  238181  0.21778E+03
  238182  0.21638E+03
  238183  0.21445E+03
  238184  0.21166E+03
  238185  0.20734E+03
  238186  0.20254E+03
  238187  0.20135E+03
  238188  0.20356E+03
  238189  0.20470E+03
  238190  0.20409E+03
  238191  0.20300E+03
  238192  0.20187E+03
  238193  0.20077E+03
  238194  0.19971E+03
  238195  0.19868E+03
  238196  0.19762E+03
  238197  0.19643E+03
  238198  0.19512E+03
  238199  0.19377E+03
  238200  0.19237E+03
  238201  0.19095E+03
  238202  0.18961E+03
  238203  0.18831E+03
  238204  0.18707E+03
  238205  0.18613E+03
  238206  0.18560E+03
  238207  0.18550E+03
  238208  0.18587E+03
  238209  0.18666E+03
  238210  0.18785E+03
  238211  0.18960E+03
  238212  0.19210E+03
  238213  0.19550E+03
  238214  0.19994E+03
  238215  0.20560E+03
  238216  0.21273E+03
  238217  0.22150E+03
  238218  0.23197E+03
  238219  0.24430E+03
  238220  0.25847E+03
  238221  0.27353E+03
  238222  0.28808E+03
  238223  0.30138E+03
  238224  0.31318E+03
  238225  0.32343E+03
  238226  0.33215E+03
  238227  0.33942E+03
  238228  0.34529E+03
  238229  0.34972E+03
  238230  0.35264E+03
  238231  0.35411E+03
  238232  0.18158E+03
  238233  0.18214E+03
  238234  0.18323E+03
  238235  0.18482E+03
  238236  0.18692E+03
  238237  0.18954E+03
  238238  0.19281E+03
  238239  0.19702E+03
  238240  0.20226E+03
  238241  0.20815E+03
  238242  0.21405E+03
  238243  0.21947E+03
  238244  0.22419E+03
  238245  0.22807E+03
  238246  0.23108E+03
  238247  0.23315E+03
  238248  0.23424E+03
  238249  0.23436E+03
  238250  0.23353E+03
  238251  0.23173E+03
  238252  0.22897E+03
  238253  0.22526E+03
  238254  0.22063E+03
  238255  0.21559E+03
  238256  0.21083E+03
  238257  0.20665E+03
  238258  0.20295E+03
  238259  0.19966E+03
  238260  0.19672E+03
  238261  0.19415E+03
  238262  0.19191E+03
  238263  0.18998E+03
  238264  0.18830E+03
  238265  0.18682E+03
  238266  0.18545E+03
  238267  0.18413E+03
  238268  0.18285E+03
  238269  0.18156E+03
  238270  0.18022E+03
  238271  0.17910E+03
  238272  0.17864E+03
  238273  0.17862E+03
  238274  0.17856E+03
  238275  0.17847E+03
  238276  0.17843E+03
  238277  0.17851E+03
  238278  0.17876E+03
  238279  0.17918E+03
  238280  0.17983E+03
  238281  0.18074E+03
  238282  0.18187E+03
  238283  0.18317E+03
  238284  0.18461E+03
  238285  0.18615E+03
  238286  0.18777E+03
  238287  0.18952E+03
  238288  0.19143E+03
  238289  0.19349E+03
  238290  0.19567E+03
  238291  0.19786E+03
  238292  0.19989E+03
  238293  0.20151E+03
  238294  0.20238E+03
  238295  0.20221E+03
  238296  0.20016E+03
  238297  0.19819E+03
  238298  0.19912E+03
  238299  0.20167E+03
  238300  0.20369E+03
  238301  0.20506E+03
  238302  0.20604E+03
  238303  0.20835E+03
  238304  0.21157E+03
  238305  0.21358E+03
  238306  0.21489E+03
  238307  0.21562E+03
  238308  0.21602E+03
  238309  0.21630E+03
  238310  0.21656E+03
  238311  0.21679E+03
  238312  0.21700E+03
  238313  0.21723E+03
  238314  0.21748E+03
  238315  0.21769E+03
  238316  0.21779E+03
  238317  0.21768E+03
  238318  0.21734E+03
  238319  0.21691E+03
  238320  0.21667E+03
  238321  0.21675E+03
  238322  0.21711E+03
  238323  0.21765E+03
  238324  0.21826E+03
  238325  0.21882E+03
  238326  0.21924E+03
  238327  0.21953E+03
  238328  0.21968E+03
  238329  0.21972E+03
  238330  0.21964E+03
  238331  0.21944E+03
  238332  0.21909E+03
  238333  0.21858E+03
  238334  0.21789E+03
  238335  0.21698E+03
  238336  0.21577E+03
  238337  0.21412E+03
  238338  0.21156E+03
  238339  0.20661E+03
  238340  0.19864E+03
  238341  0.19673E+03
  238342  0.20118E+03
  238343  0.20315E+03
  238344  0.20313E+03
  238345  0.20236E+03
  238346  0.20131E+03
  238347  0.20025E+03
  238348  0.19921E+03
  238349  0.19820E+03
  238350  0.19719E+03
  238351  0.19612E+03
  238352  0.19490E+03
  238353  0.19358E+03
  238354  0.19224E+03
  238355  0.19083E+03
  238356  0.18943E+03
  238357  0.18813E+03
  238358  0.18685E+03
  238359  0.18567E+03
  238360  0.18478E+03
  238361  0.18428E+03
  238362  0.18421E+03
  238363  0.18462E+03
  238364  0.18548E+03
  238365  0.18681E+03
  238366  0.18875E+03
  238367  0.19144E+03
  238368  0.19497E+03
  238369  0.19945E+03
  238370  0.20510E+03
  238371  0.21223E+03
  238372  0.22102E+03
  238373  0.23158E+03
  238374  0.24401E+03
  238375  0.25825E+03
  238376  0.27335E+03
  238377  0.28790E+03
  238378  0.30122E+03
  238379  0.31308E+03
  238380  0.32339E+03
  238381  0.33219E+03
  238382  0.33954E+03
  238383  0.34550E+03
  238384  0.35000E+03
  238385  0.35298E+03
  238386  0.35447E+03
  238387  0.17230E+03
  238388  0.17287E+03
  238389  0.17392E+03
  238390  0.17541E+03
  238391  0.17735E+03
  238392  0.17974E+03
  238393  0.18280E+03
  238394  0.18696E+03
  238395  0.19241E+03
  238396  0.19885E+03
  238397  0.20558E+03
  238398  0.21190E+03
  238399  0.21752E+03
  238400  0.22232E+03
  238401  0.22621E+03
  238402  0.22909E+03
  238403  0.23092E+03
  238404  0.23172E+03
  238405  0.23146E+03
  238406  0.23015E+03
  238407  0.22784E+03
  238408  0.22451E+03
  238409  0.22023E+03
  238410  0.21531E+03
  238411  0.21040E+03
  238412  0.20606E+03
  238413  0.20228E+03
  238414  0.19890E+03
  238415  0.19590E+03
  238416  0.19329E+03
  238417  0.19106E+03
  238418  0.18916E+03
  238419  0.18751E+03
  238420  0.18607E+03
  238421  0.18477E+03
  238422  0.18355E+03
  238423  0.18238E+03
  238424  0.18124E+03
  238425  0.18019E+03
  238426  0.17928E+03
  238427  0.17893E+03
  238428  0.17909E+03
  238429  0.17927E+03
  238430  0.17943E+03
  238431  0.17965E+03
  238432  0.17997E+03
  238433  0.18040E+03
  238434  0.18096E+03
  238435  0.18167E+03
  238436  0.18259E+03
  238437  0.18369E+03
  238438  0.18493E+03
  238439  0.18624E+03
  238440  0.18761E+03
  238441  0.18903E+03
  238442  0.19052E+03
  238443  0.19211E+03
  238444  0.19382E+03
  238445  0.19562E+03
  238446  0.19746E+03
  238447  0.19924E+03
  238448  0.20076E+03
  238449  0.20179E+03
  238450  0.20216E+03
  238451  0.20214E+03
  238452  0.20234E+03
  238453  0.20317E+03
  238454  0.20457E+03
  238455  0.20611E+03
  238456  0.20747E+03
  238457  0.20880E+03
  238458  0.21028E+03
  238459  0.21184E+03
  238460  0.21327E+03
  238461  0.21429E+03
  238462  0.21492E+03
  238463  0.21529E+03
  238464  0.21555E+03
  238465  0.21576E+03
  238466  0.21595E+03
  238467  0.21613E+03
  238468  0.21633E+03
  238469  0.21655E+03
  238470  0.21674E+03
  238471  0.21683E+03
  238472  0.21671E+03
  238473  0.21637E+03
  238474  0.21594E+03
  238475  0.21569E+03
  238476  0.21574E+03
  238477  0.21605E+03
  238478  0.21656E+03
  238479  0.21714E+03
  238480  0.21767E+03
  238481  0.21806E+03
  238482  0.21831E+03
  238483  0.21841E+03
  238484  0.21838E+03
  238485  0.21823E+03
  238486  0.21794E+03
  238487  0.21751E+03
  238488  0.21691E+03
  238489  0.21612E+03
  238490  0.21511E+03
  238491  0.21381E+03
  238492  0.21207E+03
  238493  0.20940E+03
  238494  0.20450E+03
  238495  0.19811E+03
  238496  0.19790E+03
  238497  0.20155E+03
  238498  0.20225E+03
  238499  0.20183E+03
  238500  0.20092E+03
  238501  0.19990E+03
  238502  0.19890E+03
  238503  0.19790E+03
  238504  0.19691E+03
  238505  0.19591E+03
  238506  0.19482E+03
  238507  0.19358E+03
  238508  0.19227E+03
  238509  0.19089E+03
  238510  0.18943E+03
  238511  0.18801E+03
  238512  0.18670E+03
  238513  0.18545E+03
  238514  0.18434E+03
  238515  0.18355E+03
  238516  0.18311E+03
  238517  0.18310E+03
  238518  0.18352E+03
  238519  0.18442E+03
  238520  0.18584E+03
  238521  0.18792E+03
  238522  0.19077E+03
  238523  0.19444E+03
  238524  0.19901E+03
  238525  0.20469E+03
  238526  0.21184E+03
  238527  0.22068E+03
  238528  0.23132E+03
  238529  0.24386E+03
  238530  0.25822E+03
  238531  0.27339E+03
  238532  0.28799E+03
  238533  0.30134E+03
  238534  0.31323E+03
  238535  0.32360E+03
  238536  0.33246E+03
  238537  0.33989E+03
  238538  0.34590E+03
  238539  0.35046E+03
  238540  0.35348E+03
  238541  0.35499E+03
  238542  0.16376E+03
  238543  0.16429E+03
  238544  0.16526E+03
  238545  0.16660E+03
  238546  0.16833E+03
  238547  0.17045E+03
  238548  0.17319E+03
  238549  0.17715E+03
  238550  0.18265E+03
  238551  0.18937E+03
  238552  0.19671E+03
  238553  0.20388E+03
  238554  0.21042E+03
  238555  0.21615E+03
  238556  0.22092E+03
  238557  0.22465E+03
  238558  0.22731E+03
  238559  0.22884E+03
  238560  0.22924E+03
  238561  0.22856E+03
  238562  0.22678E+03
  238563  0.22394E+03
  238564  0.22014E+03
  238565  0.21549E+03
  238566  0.21054E+03
  238567  0.20601E+03
  238568  0.20208E+03
  238569  0.19861E+03
  238570  0.19554E+03
  238571  0.19288E+03
  238572  0.19060E+03
  238573  0.18866E+03
  238574  0.18699E+03
  238575  0.18553E+03
  238576  0.18426E+03
  238577  0.18314E+03
  238578  0.18212E+03
  238579  0.18118E+03
  238580  0.18036E+03
  238581  0.17975E+03
  238582  0.17945E+03
  238583  0.17947E+03
  238584  0.17971E+03
  238585  0.18009E+03
  238586  0.18056E+03
  238587  0.18110E+03
  238588  0.18172E+03
  238589  0.18240E+03
  238590  0.18318E+03
  238591  0.18408E+03
  238592  0.18514E+03
  238593  0.18634E+03
  238594  0.18759E+03
  238595  0.18885E+03
  238596  0.19014E+03
  238597  0.19144E+03
  238598  0.19280E+03
  238599  0.19425E+03
  238600  0.19577E+03
  238601  0.19733E+03
  238602  0.19887E+03
  238603  0.20028E+03
  238604  0.20144E+03
  238605  0.20234E+03
  238606  0.20313E+03
  238607  0.20400E+03
  238608  0.20510E+03
  238609  0.20637E+03
  238610  0.20769E+03
  238611  0.20897E+03
  238612  0.21020E+03
  238613  0.21137E+03
  238614  0.21248E+03
  238615  0.21344E+03
  238616  0.21419E+03
  238617  0.21472E+03
  238618  0.21506E+03
  238619  0.21531E+03
  238620  0.21550E+03
  238621  0.21565E+03
  238622  0.21580E+03
  238623  0.21594E+03
  238624  0.21609E+03
  238625  0.21622E+03
  238626  0.21625E+03
  238627  0.21615E+03
  238628  0.21591E+03
  238629  0.21563E+03
  238630  0.21547E+03
  238631  0.21550E+03
  238632  0.21572E+03
  238633  0.21608E+03
  238634  0.21649E+03
  238635  0.21687E+03
  238636  0.21716E+03
  238637  0.21731E+03
  238638  0.21734E+03
  238639  0.21724E+03
  238640  0.21701E+03
  238641  0.21664E+03
  238642  0.21612E+03
  238643  0.21543E+03
  238644  0.21455E+03
  238645  0.21346E+03
  238646  0.21215E+03
  238647  0.21050E+03
  238648  0.20831E+03
  238649  0.20559E+03
  238650  0.20330E+03
  238651  0.20211E+03
  238652  0.20178E+03
  238653  0.20149E+03
  238654  0.20071E+03
  238655  0.19976E+03
  238656  0.19877E+03
  238657  0.19780E+03
  238658  0.19683E+03
  238659  0.19585E+03
  238660  0.19484E+03
  238661  0.19371E+03
  238662  0.19245E+03
  238663  0.19112E+03
  238664  0.18969E+03
  238665  0.18818E+03
  238666  0.18671E+03
  238667  0.18538E+03
  238668  0.18414E+03
  238669  0.18312E+03
  238670  0.18245E+03
  238671  0.18210E+03
  238672  0.18213E+03
  238673  0.18258E+03
  238674  0.18348E+03
  238675  0.18495E+03
  238676  0.18714E+03
  238677  0.19015E+03
  238678  0.19397E+03
  238679  0.19864E+03
  238680  0.20439E+03
  238681  0.21159E+03
  238682  0.22049E+03
  238683  0.23122E+03
  238684  0.24389E+03
  238685  0.25839E+03
  238686  0.27365E+03
  238687  0.28829E+03
  238688  0.30168E+03
  238689  0.31361E+03
  238690  0.32401E+03
  238691  0.33293E+03
  238692  0.34041E+03
  238693  0.34648E+03
  238694  0.35107E+03
  238695  0.35413E+03
  238696  0.35565E+03
  238697  0.15580E+03
  238698  0.15628E+03
  238699  0.15712E+03
  238700  0.15824E+03
  238701  0.15968E+03
  238702  0.16148E+03
  238703  0.16383E+03
  238704  0.16726E+03
  238705  0.17265E+03
  238706  0.17972E+03
  238707  0.18752E+03
  238708  0.19543E+03
  238709  0.20286E+03
  238710  0.20950E+03
  238711  0.21520E+03
  238712  0.21986E+03
  238713  0.22338E+03
  238714  0.22573E+03
  238715  0.22691E+03
  238716  0.22691E+03
  238717  0.22574E+03
  238718  0.22350E+03
  238719  0.22020E+03
  238720  0.21595E+03
  238721  0.21115E+03
  238722  0.20646E+03
  238723  0.20234E+03
  238724  0.19876E+03
  238725  0.19560E+03
  238726  0.19285E+03
  238727  0.19048E+03
  238728  0.18845E+03
  238729  0.18669E+03
  238730  0.18520E+03
  238731  0.18396E+03
  238732  0.18293E+03
  238733  0.18204E+03
  238734  0.18126E+03
  238735  0.18059E+03
  238736  0.18011E+03
  238737  0.17981E+03
  238738  0.17966E+03
  238739  0.17990E+03
  238740  0.18054E+03
  238741  0.18126E+03
  238742  0.18198E+03
  238743  0.18275E+03
  238744  0.18354E+03
  238745  0.18437E+03
  238746  0.18529E+03
  238747  0.18631E+03
  238748  0.18745E+03
  238749  0.18865E+03
  238750  0.18986E+03
  238751  0.19106E+03
  238752  0.19226E+03
  238753  0.19348E+03
  238754  0.19474E+03
  238755  0.19607E+03
  238756  0.19742E+03
  238757  0.19877E+03
  238758  0.20006E+03
  238759  0.20125E+03
  238760  0.20236E+03
  238761  0.20344E+03
  238762  0.20455E+03
  238763  0.20574E+03
  238764  0.20698E+03
  238765  0.20823E+03
  238766  0.20945E+03
  238767  0.21059E+03
  238768  0.21162E+03
  238769  0.21254E+03
  238770  0.21333E+03
  238771  0.21396E+03
  238772  0.21445E+03
  238773  0.21481E+03
  238774  0.21508E+03
  238775  0.21529E+03
  238776  0.21546E+03
  238777  0.21559E+03
  238778  0.21572E+03
  238779  0.21583E+03
  238780  0.21591E+03
  238781  0.21594E+03
  238782  0.21590E+03
  238783  0.21579E+03
  238784  0.21567E+03
  238785  0.21560E+03
  238786  0.21562E+03
  238787  0.21575E+03
  238788  0.21595E+03
  238789  0.21617E+03
  238790  0.21636E+03
  238791  0.21650E+03
  238792  0.21654E+03
  238793  0.21648E+03
  238794  0.21630E+03
  238795  0.21598E+03
  238796  0.21553E+03
  238797  0.21493E+03
  238798  0.21417E+03
  238799  0.21323E+03
  238800  0.21211E+03
  238801  0.21080E+03
  238802  0.20930E+03
  238803  0.20760E+03
  238804  0.20579E+03
  238805  0.20411E+03
  238806  0.20279E+03
  238807  0.20175E+03
  238808  0.20079E+03
  238809  0.19983E+03
  238810  0.19886E+03
  238811  0.19789E+03
  238812  0.19693E+03
  238813  0.19597E+03
  238814  0.19500E+03
  238815  0.19396E+03
  238816  0.19278E+03
  238817  0.19149E+03
  238818  0.19013E+03
  238819  0.18865E+03
  238820  0.18708E+03
  238821  0.18557E+03
  238822  0.18420E+03
  238823  0.18298E+03
  238824  0.18205E+03
  238825  0.18149E+03
  238826  0.18124E+03
  238827  0.18132E+03
  238828  0.18178E+03
  238829  0.18268E+03
  238830  0.18420E+03
  238831  0.18649E+03
  238832  0.18964E+03
  238833  0.19361E+03
  238834  0.19839E+03
  238835  0.20424E+03
  238836  0.21152E+03
  238837  0.22049E+03
  238838  0.23132E+03
  238839  0.24412E+03
  238840  0.25875E+03
  238841  0.27410E+03
  238842  0.28878E+03
  238843  0.30220E+03
  238844  0.31415E+03
  238845  0.32459E+03
  238846  0.33356E+03
  238847  0.34108E+03
  238848  0.34719E+03
  238849  0.35181E+03
  238850  0.35489E+03
  238851  0.35642E+03
  238852  0.14833E+03
  238853  0.14872E+03
  238854  0.14939E+03
  238855  0.15023E+03
  238856  0.15126E+03
  238857  0.15269E+03
  238858  0.15465E+03
  238859  0.15748E+03
  238860  0.16260E+03
  238861  0.16987E+03
  238862  0.17799E+03
  238863  0.18657E+03
  238864  0.19487E+03
  238865  0.20244E+03
  238866  0.20910E+03
  238867  0.21470E+03
  238868  0.21914E+03
  238869  0.22239E+03
  238870  0.22439E+03
  238871  0.22513E+03
  238872  0.22467E+03
  238873  0.22304E+03
  238874  0.22030E+03
  238875  0.21659E+03
  238876  0.21211E+03
  238877  0.20740E+03
  238878  0.20306E+03
  238879  0.19930E+03
  238880  0.19603E+03
  238881  0.19315E+03
  238882  0.19063E+03
  238883  0.18847E+03
  238884  0.18664E+03
  238885  0.18512E+03
  238886  0.18388E+03
  238887  0.18287E+03
  238888  0.18205E+03
  238889  0.18136E+03
  238890  0.18076E+03
  238891  0.18030E+03
  238892  0.18000E+03
  238893  0.17977E+03
  238894  0.18007E+03
  238895  0.18093E+03
  238896  0.18179E+03
  238897  0.18264E+03
  238898  0.18350E+03
  238899  0.18439E+03
  238900  0.18529E+03
  238901  0.18624E+03
  238902  0.18725E+03
  238903  0.18834E+03
  238904  0.18948E+03
  238905  0.19064E+03
  238906  0.19180E+03
  238907  0.19295E+03
  238908  0.19410E+03
  238909  0.19526E+03
  238910  0.19644E+03
  238911  0.19765E+03
  238912  0.19886E+03
  238913  0.20005E+03
